,Beam length (um),Beam width (nm),Thickness_1 (nm),Thickness_2 (nm),Temperature (K),Distance (nm),Gate voltage (V),Pretension (Pa),M1 Eigenfrequency (Hz),M1 Quality factor,M1 Effective mass (kg),M1 Noise (kg^2/s^3),M1 TED (W),M2 Eigenfrequency (Hz),M2 Quality factor,M2 Effective mass (kg),M2 Noise (kg^2/s^3),M2 TED (W),M3 Eigenfrequency (Hz),M3 Quality factor,M3 Effective mass (kg),M3 Noise (kg^2/s^3),M3 TED (W),M4 Eigenfrequency (Hz),M4 Quality factor,M4 Effective mass (kg),M4 Noise (kg^2/s^3),M4 TED (W)
4938,130.3972038668743,175.73584913770125,158.95802960115088,25.305282987501165,0.2551605475929841,556.4151919928067,32.33290079496471,0.0,1052459.0659773904,3262412.3626497653,6.239491017442592e-15,1.6681525551794217e-30,1.7583178111972018e-13,2109841.8123109187,3262278.654902719,6.241694847405615e-15,3.345427438603128e-30,8.943401140531147e-13,3177036.5278203334,3262146.774717138,6.24401043387964e-15,5.039675489297796e-30,1.7434787891749556e-12,4258862.882941281,3149104.892803313,6.247994232535225e-15,7.002730180181306e-30,2.8444593229996917e-12
4939,21.82572894686241,341.7057671549714,146.06243645206072,24.52599534618771,1.7866576591100591,456.46384925249015,0.0,241573297.093852,11621779.914479712,10298274.177957913,1.6403006645605628e-15,3.834235308037535e-28,2.431643021401656e-12,25817908.39333757,8815892.333048334,1.7276025380787904e-15,1.0479624366260171e-27,2.9931302975103963e-12,44108644.69297052,7524244.832412261,1.7415735204850757e-15,2.1147046121763634e-27,3.351647454170964e-12,67124251.09984443,6514480.825877905,1.7351111236600717e-15,3.703173345564088e-27,3.5904498130359935e-12
4940,458.7001267410159,286.0328650310097,100.1229130075984,11.333753061743534,3.269398330025142,364.5597703408678,18.944573558633707,771087310.1222049,619824.8241327277,10337500.662252637,2.2123778680442342e-14,1.1383245726742727e-30,5.607234439744317e-13,1239792.0971155975,10329158.984082986,2.2124045432366892e-14,2.2787770317802352e-30,1.5643676280939113e-12,1860045.8659983166,10314973.131806636,2.212364651831125e-14,3.4234631179353145e-30,2.995144729817831e-12,2480729.839403525,10495207.8122726,2.212615107982747e-14,4.487946714916015e-30,4.832791317461579e-12
4941,188.24460809447808,191.4623932041169,220.142230180934,15.754996956739577,4.9806832246628,298.2077218430945,21.99096869800364,229959046.9890529,996703.4497406022,1031568.125987824,1.2833287533063668e-14,9.624830185020256e-29,5.164298428776266e-13,1994860.439027611,1029697.2809730922,1.2834316958570831e-14,1.930024474936759e-28,1.4994683759205389e-12,2995921.028239897,1026652.3814488618,1.2834651545945431e-14,2.9072215472202715e-28,2.924399487754874e-12,4001334.1988528315,1023893.3532450058,1.2835703503091054e-14,3.8936497555801395e-28,4.749044549654215e-12
4942,87.09891931608426,204.43046400233348,100.76517485870237,39.25593940658448,0.0558667074128955,179.39391690278873,23.243268919519057,537664233.2401352,3038529.566300073,23768953.245180413,3.621035968783248e-15,1.8825957171324096e-31,2.071907960410205e-13,6087303.591521672,23610196.298720226,3.621613659386931e-15,3.797504531176323e-31,1.2109184976852813e-12,9156511.43827284,23359709.675115272,3.62293281378734e-15,5.775554667501237e-31,2.508891633002293e-12,12256233.79875903,20061460.224331304,3.624672816564609e-15,9.006045234984376e-31,3.986654998472077e-12
4943,31.57569040694148,573.5330356407286,111.56320520437689,28.99637794364269,3.26725929688353,209.0330618890392,3.0083500335797364,0.0,7021328.195363206,4496337.493667283,3.145909860843088e-15,8.890533288807195e-28,6.406390850385669e-12,16716845.08182532,4356204.619867284,3.3907268133602165e-15,2.3548324567373144e-27,7.31489467173746e-12,30182756.486859147,4144826.365227926,3.4003039088761226e-15,4.481170400551528e-27,7.816575799474294e-12,47639514.169166856,3891772.2448787913,3.388612154790336e-15,7.506939877280997e-27,8.141715005707945e-12
4944,559.6870207711855,404.4000957783832,84.48712967714182,37.036268116759445,3.4790781783615543,348.05358737899354,5.6376656497788,963933770.0237184,579503.4817274191,1051681.70718249,4.039454222126117e-14,1.3652475662341457e-29,4.775507112631133e-13,1159125.5764842134,1050950.2252443186,4.0394829110158405e-14,2.732694652449065e-29,1.3202497847885266e-12,1738984.9507278323,1049725.618446029,4.03940199465301e-14,4.104441721242901e-29,2.524267769856109e-12,2319200.835994883,1048163.0586571296,4.039902319821696e-14,5.48273637788071e-29,4.0871280115069735e-12
4947,203.06244451664205,710.7943603948673,191.65533411531567,41.59922972855605,1.9909157837322036,292.2304433200096,0.0,0.0,732866.1103563778,878782.1238409021,4.7693502695708603e-14,1.0605706097013226e-28,4.061408661810739e-12,1486197.8485037978,878791.1419416668,4.791240450660638e-14,2.1606074431879113e-28,1.0823263742581115e-11,2279302.212796682,756895.2601961665,4.8179523053704654e-14,3.8687045704849542e-28,1.85996041402007e-11,3129420.784318983,190853.17532379983,4.8357945577269654e-14,2.1143133815931774e-27,2.5918332162700878e-11
4949,125.07891070434636,773.0980054478331,92.35446074690304,25.061208782170123,0.2778320268420736,512.0567050538627,0.0,890522095.2195786,2585983.807263347,32631842.3200112,1.6218588621552066e-14,1.2605342954003178e-30,6.659411611051606e-12,5216425.275675562,31019961.985265963,1.6255704956376357e-14,2.6809884187904728e-30,1.4737956683136235e-11,7934161.3578555435,7260858.271634382,1.6308751376469872e-14,1.747797772014451e-29,1.894570006087301e-11,10779014.779550252,251235.2222556576,1.6356861725492642e-14,6.882653791220505e-28,2.284830904723669e-11
4950,17.13918282456227,409.7420939340082,149.88989699440242,19.54318435130425,0.0489478895071821,530.550274324216,7.0367639435192935,766520895.3148645,21853742.24003615,4058469.741897092,1.5344169305968965e-15,7.603331185695979e-29,2.018386215804222e-12,48867920.59346218,3264958.8621059824,1.6213442911556517e-15,2.233152670075585e-28,2.463620627803383e-12,83876810.07641998,2776840.468385661,1.6322051291383432e-15,4.536936866532879e-28,2.750874964937871e-12,127839852.26324414,2503896.292372965,1.6244130926911165e-15,7.632089003224886e-28,2.9533601264969775e-12
4951,474.820322353064,60.5112097759418,101.0568576252755,30.472846394542835,1.8765005680603195,355.0597586386692,35.53349575724362,930627647.835321,659995.2988334524,100157688.44332165,5.619756896445815e-15,1.702187728928153e-32,2.041032652955733e-14,1319992.2461528755,100154723.72058034,5.619674587956458e-15,3.4044306210005544e-32,5.394857290028879e-14,1980003.8757630868,100153385.62085776,5.619660116080966e-15,5.10674100175912e-32,1.0064940482972197e-13,2640035.98227685,115582290.31773356,5.619995316740678e-15,5.900487314210401e-32,1.6081258723166933e-13
4952,32.07071032242383,175.4698951558233,208.31838974397917,17.74263282874357,25.74183914767155,156.16045235690555,14.318043936176135,750718802.6573143,9062359.994096303,873876.8439112718,1.850150359494352e-15,2.6519405935066797e-26,1.573483045692828e-12,18291851.742162578,820437.8882787911,1.8544600264842163e-15,5.714722271752498e-26,2.2387396400372004e-12,27849225.530658953,748048.7966638992,1.860484065506513e-15,9.573590265621108e-26,2.8690685962592587e-12,37883516.11660414,677167.9415118104,1.8653031323618712e-15,1.442344486799808e-25,3.451711148557544e-12
4954,27.49982339212399,933.398271902755,151.8864940888729,15.629688894700012,5.233316473354522,499.3920127889515,27.2220605648586,550376825.4108055,14793828.337956976,1094804.3067008783,5.38295653908317e-15,2.779875937727987e-26,4.709370577604577e-12,35603190.28337079,900733.8417422344,5.827310459857436e-15,8.80280446162572e-26,5.303520568136624e-12,64461456.82191177,779945.8676222705,5.830228031480558e-15,1.841542131081244e-25,5.64623656841938e-12,101348777.69622682,695441.3262670055,5.798982775975256e-15,3.2297603775790966e-25,5.902696235647763e-12
4955,305.7976563474423,605.7595448825471,151.60484783099128,29.104781461783087,0.4554801283220542,317.02131355562045,0.0,631845166.1090543,886639.798117294,5291533.43184158,4.9641901105823257e-14,2.237476512784008e-30,1.386576815515872e-12,1775479.9412722827,5257317.9221459385,4.9646607794812584e-14,4.510093157143775e-30,6.472196569402719e-12,2668713.9195208955,5196297.757927868,4.966089154324161e-14,6.860675951571582e-30,1.2081409497215618e-11,3568519.779361059,4062897.245755232,4.9673864461242203e-14,1.1736122137710763e-29,1.8631187293782696e-11
4956,16.749652526678627,610.9530105106886,90.86146416286064,41.61972590946762,0.0150009045821417,246.74800162818175,0.0,498266688.1412389,24564257.79110165,641160.4407127529,1.646739557087403e-15,1.8629918902091755e-28,5.420390799928294e-12,58666401.87672378,562833.057711102,1.7794017221194426e-15,5.476876910512133e-28,6.131225011724848e-12,105581809.03326796,520310.7873087088,1.780368504306582e-15,1.0668056087968111e-27,6.5415644680632416e-12,165232757.2311983,485132.3621207971,1.7692592435468526e-15,1.779411919772198e-27,6.839280166717809e-12
4957,446.41090831586666,594.2871171474414,151.94392898378103,49.93818445608741,17.49045021320986,234.7636754008612,28.67265304593936,934384735.0882596,708530.3307385631,105460.91329644618,7.904735329284115e-14,2.574120761697727e-27,1.176213034889939e-12,1417599.4391961806,105163.0209240294,7.905659474621439e-14,5.165391568477947e-27,3.37292947531033e-12,2127745.894657712,104669.88292325186,7.905165406915453e-14,7.789034910278264e-27,6.5267435060690505e-12,2839508.760470685,103989.55969418529,7.905235620603048e-14,1.0462680379884568e-26,1.0564457732125116e-11
4958,78.94267766235218,435.7127316764376,199.3597803255631,13.772066426294986,1.9255446561802485,453.24926895104,4.177964755228718,977346953.8118386,4098446.3087563943,13891337.654298712,1.0735755834889372e-14,5.40481671040682e-29,2.3297092342188327e-12,8258641.425948724,13049439.720441831,1.0755236913502884e-14,1.1614750599142415e-28,3.34785671634076e-12,12540396.28002011,11882770.360627271,1.0783697814430007e-14,1.941933833220385e-28,4.318760819347991e-12,16999905.3157368,10307451.844112476,1.0812201845114374e-14,3.0428636720120713e-28,5.231061292503548e-12
4960,18.634293367236808,813.6101883924888,158.63396677713112,37.20617339383447,0.1209658268790555,207.4895519183367,18.834194599423,238384642.5022023,23325241.889738493,190634.692743739,3.605553274930911e-15,8.487430869006818e-27,4.5990915092970646e-12,59150443.428845525,179694.86142606978,3.951218577880274e-15,2.5022662437632082e-26,4.960358534332766e-12,110007607.4337365,174288.38116774196,3.932329202261878e-15,4.775119748825163e-26,5.205084841892025e-12,174692772.404931,171621.15994540323,3.906697932570467e-15,7.650574568642119e-26,5.452807560268311e-12
4961,54.99250986872229,690.3087094796218,95.6531434007142,40.028700056695264,8.226972367804091,388.5320912472508,0.0,359121593.363042,4877247.941285401,2013065.6514198107,6.772017984004642e-15,2.464967672814525e-27,1.0427339893449553e-11,10286757.611529537,1822448.915530908,6.959389042606725e-15,5.901609748629014e-27,1.3767072841115473e-11,16638541.416691644,1629429.8324333564,7.041709920638913e-15,1.0802740634630516e-26,1.6275809135745387e-11,24192589.470519226,1473052.6944961802,7.036704159861468e-15,1.7362393524969256e-26,1.807904411370638e-11
4962,300.4500896236973,63.075574217685855,209.4914548729741,42.42878322094574,13.509027988235506,589.3754087497251,38.511722794718864,891131187.8894727,1008245.674726718,4975506.84420531,7.166461734608901e-15,1.2002080230813419e-29,7.853410777202764e-14,2016518.2431273977,4975436.752668966,7.166347244985884e-15,2.400443527029353e-29,2.084793374064236e-13,3024839.8036870025,4974963.134786822,7.166258398315732e-15,3.6010377633667694e-29,3.896631495596898e-13,4033235.9443042204,4943038.657138262,7.166687975125857e-15,4.832822206010969e-29,6.218456921382834e-13
4964,488.2723317852296,976.2417263530002,207.49504705647325,34.41812864808891,29.66162825406141,169.96489790721975,30.176559776331928,0.0,273827.25320768624,28766.870400569645,1.6806661130607666e-13,1.0992071066984268e-26,4.982890871765564e-12,550694.6889829106,28766.87364682384,1.682590627837543e-13,2.213149330622815e-26,1.3853058646400626e-11,833580.6649664812,28766.58713744273,1.6854982962653585e-13,3.355843048802e-26,2.5393680423290977e-11,1125345.5344299083,28766.611919673447,1.6887977034695724e-13,4.5392994981138605e-26,3.8230478261360456e-11
4965,97.80582226795866,137.8546427968609,106.36700274910432,32.93987667562515,1.387698249901038,299.1132865997943,4.991293390727335,894012853.6134441,3183628.3199202055,1404046.5922576606,2.77333447101701e-15,5.0379283501037284e-29,2.0626230831613202e-13,6370082.193095847,1399640.664982823,2.7737207830298442e-15,1.0113468407093952e-28,5.931380918483454e-13,9562186.914597558,1392396.1479248896,2.773386435785773e-15,1.5258565281791527e-28,1.1533208128722184e-12,12762767.70796655,1382635.2701665452,2.7735767825667922e-15,2.051097589057073e-28,1.88082208898279e-12
4966,559.1631179008637,583.7767874148329,140.1990852789458,37.19129978515212,0.3834682480154919,368.496335966542,22.224479060356217,0.0,260487.4785531728,1634940.4200285303,8.527196521398823e-14,9.202097715531883e-31,1.86562708043929e-13,521583.9027857631,1634940.1041495013,8.527907787926676e-14,1.8427247796482058e-30,1.0927953176987036e-12,783897.8362237774,1634945.6843028609,8.53018373162915e-14,2.7701939060055893e-30,3.2396663421544524e-12,1048034.1339433822,1631046.416871517,8.532048488204158e-14,3.713283173352255e-30,7.180500727150407e-12
4967,189.2036722017534,881.0522511662741,149.69938593055127,46.71885605329116,6.982546444776515,138.50575406421913,8.65173239037916,437617654.4947986,1328933.7796917302,775017.7062799024,4.668442685383138e-14,8.62306643478537e-28,7.042029456304843e-12,2679094.4351485157,755805.845433329,4.677803478709642e-14,1.7861491982471014e-27,1.8125767525209847e-11,4071018.626781773,727088.2623600512,4.6913920384389926e-14,2.8295388866239456e-27,2.4339444957968697e-11,5523959.965976848,692504.091246679,4.7045001421319183e-14,4.042403390958302e-27,2.94238755804777e-11
4968,23.91531345512345,133.89333473157907,103.27192097962072,42.45160369248294,3.015901958702332,171.4714303497668,23.66655236317566,532433309.2090241,11391233.512277415,1850386.2303484415,6.56905132311509e-16,1.1776584701522864e-27,7.6938540499419e-13,22998587.235529568,1788649.8205551778,6.585377303381452e-16,2.4658396772997053e-27,2.0173257090849483e-12,35029687.77640475,1699340.271917881,6.608177688275807e-16,3.9668517237975965e-27,2.8508513550027848e-12,47676609.266986445,1595840.8625756323,6.626206763731948e-16,5.7648644693496326e-27,3.4261492804286748e-12
4969,230.96527627619832,436.6087619994168,94.0100776263944,13.712727393949494,0.1102457193367288,252.81835867745872,38.56579131096878,0.0,600072.4759980873,7812940.339469998,1.5914552756584954e-14,1.3950676319861368e-31,8.750779039455286e-14,1205705.540072062,7812938.13243164,1.5927928335286656e-14,2.8054193569874645e-31,5.14250299547274e-13,1822368.816905848,7813153.5346677,1.5949571303585842e-14,4.245907772621192e-31,1.537387853397699e-12,2455353.920080382,7930818.692623954,1.5977295324327205e-14,5.645611219059944e-31,3.433992305263947e-12
4970,180.08934953524184,157.1279471176761,203.87460412910443,22.8804321851744,60.83597548643956,438.8090428994212,3.4187644499806504,244157715.45497844,1024901.2470663122,79278.00934262142,9.6600717009657e-15,1.2937111652167538e-26,2.940199723545825e-13,2050910.3565313662,79146.47619049656,9.661161370481816e-15,2.5934156185009195e-26,8.529567671395894e-13,3079136.257201071,78931.5729278756,9.660336885766388e-15,3.903894866597793e-26,1.667786648014886e-12,4110686.9731717664,78732.66499878763,9.662638127389132e-15,5.226161921346515e-26,2.727217451568697e-12
4971,15.922591576962397,702.3834898788574,137.72716057188097,21.50237418998877,0.029039875475272,297.5179837171326,31.00965560808712,796769211.4137844,31333441.15883491,243247.00024792983,2.209058194162911e-15,1.800023893880766e-27,3.140285294987796e-12,76042483.97833243,208915.05437690916,2.3990841797349825e-15,5.52385867153921e-27,3.503945030966027e-12,137856801.84988797,192034.88626908173,2.394641671933218e-15,1.087424504686748e-26,3.733191835252627e-12,215890337.55049786,184127.01702182065,2.3775026176676767e-15,1.7633852542204515e-26,3.93560457514096e-12
4972,11.76814786905594,839.3788421933518,203.42329912866876,10.31567238772612,127.57684839871098,206.06281356529672,14.478645753932046,446276029.0750557,56976298.90433164,13706.014369267708,2.609998596593652e-15,5.519785939324439e-22,1.9876415377447266e-12,146666937.9624605,11878.511235758371,2.880951691292396e-15,1.8096937998291787e-21,2.227310633531018e-12,270671817.02980024,10944.572989248483,2.845929112344078e-15,3.580693971353532e-21,2.525022919354605e-12,376798831.99710184,7210.848610990512,1.086596315105884e-15,2.8886193017666058e-21,3.8855274253645496e-12
4973,162.74170923662328,477.4530428424548,132.34754733347577,19.917195943088423,3.365470352645546,594.1764484854962,15.135516504679469,0.0,868366.9211605117,321996.06945369206,1.6991024288897534e-14,3.2156113947080233e-28,2.9927205434556973e-12,1756020.1743554352,321993.62814736617,1.7048132133417132e-14,6.524546390169452e-28,7.884999157166475e-12,2681394.6510996213,321980.4026207984,1.7121280526636665e-14,1.0005961784184475e-27,1.3504852699998139e-11,3661390.9266993953,321950.4560078627,1.7185636587631302e-14,1.3715573676626332e-27,1.6806593137178553e-11
